artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Cloud Cult,Logged In,Kate,F,63,Harrell,213.31546,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Running With the Wolves,200,1541540000000.0,97.0
Cartola,Logged In,Kate,F,64,Harrell,188.65587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Verde Que Te Quero Rosa,200,1541540000000.0,97.0
,Logged In,Kate,F,65,Harrell,,paid,"Lansing-East Lansing, MI",GET,Home,1540470000000.0,293,,200,1541540000000.0,97.0
Octopus Project,Logged In,Kate,F,66,Harrell,422.16444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,The Way Things Go,200,1541540000000.0,97.0
Peter Tosh,Logged In,Kate,F,67,Harrell,267.49342,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Recruiting Soldiers (2002 Digital Remaster),200,1541540000000.0,97.0
Alter Bridge,Logged In,Kate,F,68,Harrell,286.35382999999996,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Down To My Last,200,1541540000000.0,97.0
Two Door Cinema Club,Logged In,Kate,F,69,Harrell,207.43791000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Costume Party,200,1541540000000.0,97.0
Ray LaMontagne,Logged In,Kate,F,70,Harrell,236.59057,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Trouble (Album Version),200,1541550000000.0,97.0
Lady GaGa,Logged In,Kate,F,71,Harrell,169.87383,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Fashion,200,1541550000000.0,97.0
Colt Ford,Logged In,Kate,F,72,Harrell,170.84036,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Huntin' The World,200,1541550000000.0,97.0
Tracy Byrd,Logged In,Kate,F,73,Harrell,182.02077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Watermelon Crawl,200,1541550000000.0,97.0
Brand New,Logged In,Kate,F,74,Harrell,386.7424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Noro,200,1541550000000.0,97.0
Creedence Clearwater Revival,Logged In,Kate,F,75,Harrell,160.02567,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Have You Ever Seen The Rain,200,1541550000000.0,97.0
Earth_ Wind & Fire,Logged In,Kate,F,76,Harrell,280.47628,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Pure Gold,200,1541550000000.0,97.0
Fleet Foxes,Logged In,Tegan,F,0,Levine,208.03873000000002,free,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,307,Tiger Mountain Peasant Song,200,1541550000000.0,80.0
be your own PET,Logged In,Kate,F,77,Harrell,66.87302,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Food Fight!,200,1541550000000.0,97.0
The Killers,Logged In,Kate,F,78,Harrell,220.89097999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,When You Were Young,200,1541550000000.0,97.0
Roy Ayers,Logged In,Tegan,F,1,Levine,240.90077000000002,free,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,307,Searching,200,1541550000000.0,80.0
Rihanna,Logged In,Kate,F,79,Harrell,229.04117999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Take A Bow,200,1541550000000.0,97.0
Andres Calamaro,Logged In,Kate,F,80,Harrell,144.5873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,El Novio Del Olvido,200,1541550000000.0,97.0
Blue States,Logged In,Kate,F,81,Harrell,299.2322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Walkabout,200,1541550000000.0,97.0
The Black Keys,Logged In,Kate,F,82,Harrell,161.85424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Act Nice and Gentle,200,1541550000000.0,97.0
Staind,Logged In,Kate,F,83,Harrell,291.65668999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Outside (Original LP Version),200,1541550000000.0,97.0
James Taylor,Logged In,Kate,F,84,Harrell,253.12607999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Sweet Baby James,200,1541550000000.0,97.0
Moby,Logged In,Kate,F,85,Harrell,198.60853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Time's Up (Dust Mix),200,1541550000000.0,97.0
Girl Talk,Logged In,Kate,F,86,Harrell,170.73587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Hold up,200,1541550000000.0,97.0
Sean Kingston and Justin Bieber,Logged In,Kate,F,87,Harrell,201.9522,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Eenie Meenie,200,1541550000000.0,97.0
,Logged Out,,,0,,,free,,PUT,Login,,52,,307,1541210000000.0,
,Logged In,Celeste,F,1,Williams,,free,"Klamath Falls, OR",GET,Home,1541080000000.0,52,,200,1541210000000.0,53.0
Mynt,Logged In,Celeste,F,2,Williams,166.94812,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,52,Playa Haters,200,1541210000000.0,53.0
Taylor Swift,Logged In,Celeste,F,3,Williams,230.47791,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,52,You Belong With Me,200,1541210000000.0,53.0
Amy Winehouse,Logged In,Celeste,F,4,Williams,229.85098,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,52,Valerie,200,1541210000000.0,53.0
Jimmy Eat World,Logged In,Celeste,F,5,Williams,285.83137999999997,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,52,Dizzy,200,1541210000000.0,53.0
,Logged Out,,,0,,,free,,GET,Home,,18,,200,1541240000000.0,
Maldita Nerea,Logged In,Anabelle,F,0,Simpson,241.162,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541040000000.0,158,Supelicula,200,1541250000000.0,69.0
Fluke,Logged In,Connar,M,0,Moreno,478.92852999999997,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540820000000.0,168,Bermuda,200,1541260000000.0,62.0
Habib KoitÃÂ©,Logged In,Jayden,M,0,Fox,285.1522,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,185,Din Din Wo,200,1541260000000.0,101.0
The Kooks,Logged In,Sara,F,0,Johnson,132.25751,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Eddie's Gun,200,1541260000000.0,95.0
Blues Traveler,Logged In,Sara,F,1,Johnson,290.24608,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Hook,200,1541260000000.0,95.0
Coldplay,Logged In,Sara,F,2,Johnson,298.762,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Shiver,200,1541260000000.0,95.0
Tom Petty And The Heartbreakers,Logged In,Sara,F,3,Johnson,183.01342,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,The Wild One_ Forever,200,1541260000000.0,95.0
Girl Talk,Logged In,Sara,F,4,Johnson,173.24363,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Give and Go,200,1541260000000.0,95.0
Florence + The Machine,Logged In,Sara,F,5,Johnson,258.55955,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Cosmic Love,200,1541260000000.0,95.0
Three Drives,Logged In,Sara,F,6,Johnson,411.6371,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Greece 2000,200,1541260000000.0,95.0
Jonas Brothers,Logged In,Sara,F,7,Johnson,192.36526,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Sorry,200,1541260000000.0,95.0
Tevin Campbell,Logged In,Sara,F,8,Johnson,293.04118,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Round And Round (Soul Mix Edit),200,1541260000000.0,95.0
Sting,Logged In,Sara,F,9,Johnson,257.12281,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Windmills Of Your Mind,200,1541260000000.0,95.0
The Champs,Logged In,Sara,F,10,Johnson,132.0224,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Tequila,200,1541260000000.0,95.0
RÃÂ¶yksopp,Logged In,Sara,F,11,Johnson,214.93506000000002,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Poor Leno Jakatta Radio Mix,200,1541260000000.0,95.0
Avenged Sevenfold,Logged In,Sara,F,12,Johnson,312.11057,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Bat Country (Album Version),200,1541260000000.0,95.0
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1540270000000.0,210,,200,1541260000000.0,10.0
Sam Cooke,Logged In,Sara,F,13,Johnson,122.04363000000001,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Ain't Misbehavin,200,1541260000000.0,95.0
Apulanta,Logged In,Sara,F,14,Johnson,219.53261,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Hallaa,200,1541260000000.0,95.0
Era,Logged In,Sara,F,15,Johnson,200.56771,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Cathar Rhythm,200,1541260000000.0,95.0
Klaus Badelt,Logged In,Sylvie,F,1,Cruz,128.62649,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540270000000.0,210,Moonlight Serenade,200,1541260000000.0,10.0
Parov Stelar,Logged In,Sara,F,16,Johnson,281.5473,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,KissKiss,200,1541260000000.0,95.0
Florence + The Machine,Logged In,Lily,F,0,Koch,290.48118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Rabbit Heart (Raise It Up),200,1541260000000.0,15.0
De La Soul,Logged In,Sara,F,17,Johnson,221.72689,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Me_ Myself & I,200,1541260000000.0,95.0
Lil Wayne / T-Pain,Logged In,Sara,F,18,Johnson,244.58404,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Got Money,200,1541260000000.0,95.0
Cher,Logged In,Lily,F,1,Koch,167.41832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Milord,200,1541260000000.0,15.0
Edge Of Dawn,Logged In,Lily,F,2,Koch,253.72689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Losing Ground,200,1541260000000.0,15.0
The Black Keys,Logged In,Sara,F,19,Johnson,223.84281000000001,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Elevator,200,1541260000000.0,95.0
Smokie Norful,Logged In,Lily,F,3,Koch,337.84118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,I Need You Now (Build A Bridge Version),200,1541260000000.0,15.0
Adam Lambert,Logged In,Sara,F,20,Johnson,227.39546,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Whataya Want From Me,200,1541270000000.0,95.0
Pulp,Logged In,Sara,F,21,Johnson,208.95302,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Little Girl (With Blue Eyes),200,1541270000000.0,95.0
Alliance Ethnik,Logged In,Lily,F,4,Koch,265.76934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Creil City,200,1541270000000.0,15.0
Tricky,Logged In,Sara,F,22,Johnson,212.79302,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Ponderosa,200,1541270000000.0,95.0
John Butler Trio,Logged In,Lily,F,5,Koch,223.68607999999998,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Betterman (full-length/album version),200,1541270000000.0,15.0
Culture Club,Logged In,Sara,F,23,Johnson,282.48771,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Believe (Demo),200,1541270000000.0,95.0
The Temper Trap,Logged In,Lily,F,6,Koch,192.67873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Fader,200,1541270000000.0,15.0
La Mosca Tse-Tse,Logged In,Sara,F,24,Johnson,195.082,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Patadas En El Corazon,200,1541270000000.0,95.0
Cute Is What We Aim For,Logged In,Lily,F,7,Koch,201.22077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Finger Twist & Split (Album Version),200,1541270000000.0,15.0
Jack Johnson,Logged In,Sara,F,25,Johnson,236.72117999999998,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Bubble Toes,200,1541270000000.0,95.0
Siriusmo,Logged In,Lily,F,8,Koch,272.61342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Simple,200,1541270000000.0,15.0
Creedence Clearwater Revival,Logged In,Sara,F,26,Johnson,312.89423999999997,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Feelin' Blue,200,1541270000000.0,95.0
Alberto Plaza,Logged In,Lily,F,9,Koch,271.3073,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,No Seas Cruel (vivo),200,1541270000000.0,15.0
Brand New,Logged In,Sara,F,27,Johnson,188.49913999999998,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Not The Sun,200,1541270000000.0,95.0
Sean Lennon,Logged In,Lily,F,10,Koch,202.97098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Into The Sun,200,1541270000000.0,15.0
K-OS,Logged In,Sara,F,28,Johnson,211.33016,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,EMCEE Murdah,200,1541270000000.0,95.0
Nana Caymmi,Logged In,Lily,F,11,Koch,251.0624,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Acercate Mas (2000 Digital Remaster),200,1541270000000.0,15.0
Casino Versus Japan,Logged In,Sara,F,29,Johnson,86.30812,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Moonlupe,200,1541270000000.0,95.0
the bird and the bee,Logged In,Sara,F,30,Johnson,281.23382999999995,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Ray Gun,200,1541270000000.0,95.0
Skyforger,Logged In,Lily,F,12,Koch,38.94812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,In the Yard of the Father's Son,200,1541270000000.0,15.0
Bryan Ferry,Logged In,Lily,F,13,Koch,265.87383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Slave To Love (1999 Digital Remaster),200,1541270000000.0,15.0
The Black Keys,Logged In,Sara,F,31,Johnson,196.91057,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,All Hands Against His Own,200,1541270000000.0,95.0
Foxy Shazam,Logged In,Lily,F,14,Koch,201.74322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Wanna-be Angel (Album Version),200,1541270000000.0,15.0
The Ruts,Logged In,Sara,F,32,Johnson,338.96443999999997,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,West One (Shine On Me),200,1541270000000.0,95.0
Old 97's,Logged In,Lily,F,15,Koch,231.28771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Victoria (LP Version),200,1541270000000.0,15.0
Lonnie Gordon,Logged In,Lily,F,16,Koch,181.21098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),200,1541270000000.0,15.0
Bon Iver,Logged In,Sara,F,33,Johnson,220.70812,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,For Emma,200,1541270000000.0,95.0
Florence + The Machine,Logged In,Lily,F,17,Koch,219.66322000000002,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Dog Days Are Over (Radio Edit),200,1541270000000.0,15.0
Glen Washington,Logged In,Sara,F,34,Johnson,193.82811999999998,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,One Of These Days,200,1541270000000.0,95.0
Mad Cobra,Logged In,Lily,F,18,Koch,230.68688999999998,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Flex,200,1541270000000.0,15.0
Dropout Year,Logged In,Sara,F,35,Johnson,227.36934,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,This Notebook,200,1541270000000.0,95.0
Flogging Molly,Logged In,Lily,F,19,Koch,260.75383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Punch Drunk Grinning Soul,200,1541270000000.0,15.0
Young Rebel Set,Logged In,Sara,F,36,Johnson,248.55465,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,If I Was,200,1541270000000.0,95.0
Sneaker Pimps,Logged In,Lily,F,20,Koch,260.91057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Spin Spin Sugar,200,1541270000000.0,15.0
Righteous Brothers,Logged In,Sara,F,37,Johnson,215.90159,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Unchained Melody,200,1541270000000.0,95.0
Me First And The Gimme Gimmes,Logged In,Sara,F,38,Johnson,64.39138,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Jonny's Blessing,200,1541270000000.0,95.0
Texas In July,Logged In,Lily,F,21,Koch,190.69342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Aurora,200,1541270000000.0,15.0
Alice In Chains,Logged In,Sara,F,39,Johnson,230.60852999999997,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,God Smack,200,1541270000000.0,95.0
,Logged In,Sara,F,40,Johnson,,paid,"Winston-Salem, NC",GET,Downgrade,1540810000000.0,152,,200,1541270000000.0,95.0
10 Years,Logged In,Lily,F,22,Koch,229.95546000000002,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Wasteland,200,1541270000000.0,15.0
Juanes,Logged In,Lily,F,23,Koch,233.40363,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,No Siento Penas,200,1541270000000.0,15.0
,Logged In,Sara,F,41,Johnson,,paid,"Winston-Salem, NC",GET,Downgrade,1540810000000.0,152,,200,1541270000000.0,95.0
,Logged In,Sara,F,42,Johnson,,paid,"Winston-Salem, NC",GET,Home,1540810000000.0,152,,200,1541270000000.0,95.0
Cat Stevens,Logged In,Sara,F,43,Johnson,200.202,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Wild World,200,1541270000000.0,95.0
Passion Pit,Logged In,Lily,F,24,Koch,174.75873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Sleepyhead,200,1541270000000.0,15.0
The Temper Trap,Logged In,Sara,F,44,Johnson,192.67873,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Fader,200,1541270000000.0,95.0
OneRepublic,Logged In,Lily,F,25,Koch,224.67872999999997,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Secrets,200,1541270000000.0,15.0
Diplo,Logged In,Sara,F,45,Johnson,96.86159,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Florida,200,1541270000000.0,95.0
Afro Celt Sound System,Logged In,Sara,F,46,Johnson,425.01179,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Even In My Dreams,200,1541270000000.0,95.0
PeterLicht,Logged In,Lily,F,26,Koch,306.80771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Heiterkeit,200,1541270000000.0,15.0
,Logged In,Lily,F,27,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Downgrade,1541050000000.0,199,,200,1541270000000.0,15.0
M.A. Numminen,Logged In,Sara,F,47,Johnson,166.55628000000002,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,TULENLIEKKI,200,1541270000000.0,95.0
,Logged In,Sara,F,48,Johnson,,paid,"Winston-Salem, NC",GET,Home,1540810000000.0,152,,200,1541270000000.0,95.0
Limp Bizkit,Logged In,Sara,F,49,Johnson,214.5171,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Rollin' (Air Raid Vehicle),200,1541270000000.0,95.0
Downhere,Logged In,Sara,F,50,Johnson,230.71302000000003,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,In America (Album Version),200,1541270000000.0,95.0
Roots Manuva,Logged In,Sara,F,51,Johnson,233.92607999999998,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,No Love,200,1541270000000.0,95.0
Lykke Li,Logged In,Sara,F,52,Johnson,162.19383,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Let It Fall,200,1541270000000.0,95.0
Plan B,Logged In,Sara,F,53,Johnson,222.82404,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Free,200,1541270000000.0,95.0
Octopus Project,Logged In,Sara,F,54,Johnson,498.33750999999995,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Hypnopaedia,200,1541270000000.0,95.0
OneRepublic,Logged In,Sara,F,55,Johnson,224.67872999999997,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Secrets,200,1541270000000.0,95.0
Gilberto Santa Rosa,Logged In,Sara,F,56,Johnson,272.16934,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,La Sigo Amando Tanto,200,1541270000000.0,95.0
Eric Clapton,Logged In,Sara,F,57,Johnson,271.80363,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Tears In Heaven,200,1541270000000.0,95.0
ARRESTED DEVELOPMENT,Logged In,Sara,F,58,Johnson,200.98567,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Fountain Of Youth,200,1541270000000.0,95.0
,Logged In,Sara,F,59,Johnson,,paid,"Winston-Salem, NC",GET,Home,1540810000000.0,152,,200,1541270000000.0,95.0
Future Rock,Logged In,Sara,F,60,Johnson,239.90812000000003,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Gears,200,1541270000000.0,95.0
Steppenwolf,Logged In,Sara,F,61,Johnson,208.14321999999999,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Born To Be Wild,200,1541270000000.0,95.0
Jason Mraz & Colbie Caillat,Logged In,Sara,F,62,Johnson,189.6224,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Lucky (Album Version),200,1541270000000.0,95.0
Leonard Cohen,Logged In,Sara,F,63,Johnson,298.57914,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,The Stranger Song,200,1541270000000.0,95.0
Bright Eyes,Logged In,Ayla,F,0,Johnson,279.09179,free,"Santa Rosa, CA",PUT,NextSong,1540880000000.0,135,Kathy with a K's Song,200,1541280000000.0,63.0
,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,195,,200,1541280000000.0,49.0
The Smiths,Logged In,Chloe,F,1,Cuevas,196.67546000000002,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,195,The Boy With The Thorn In His Side,200,1541280000000.0,49.0
Quique Gonzalez,Logged In,Chloe,F,2,Cuevas,214.20362999999998,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,195,Cuando Eramos Reyes,200,1541280000000.0,49.0
Muse,Logged In,Chloe,F,3,Cuevas,210.46812000000003,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,195,Pink Ego Box,200,1541280000000.0,49.0
Sugarland,Logged In,Cecilia,F,0,Owens,247.77097999999998,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541030000000.0,5,Just Might (Make Me Believe),200,1541290000000.0,6.0
A Hope For Home,Logged In,Cecilia,F,1,Owens,388.38812,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541030000000.0,5,Absolution: Of Flight and Failure,200,1541290000000.0,6.0
Mitch Ryder & The Detroit Wheels,Logged In,Tegan,F,65,Levine,205.03465,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,992,Jenny Take A Ride (LP Version),200,1543360000000.0,80.0
The Spill Canvas,Logged In,Tegan,F,66,Levine,358.03382999999997,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,992,The TIde (LP Version),200,1543360000000.0,80.0
Mogwai,Logged In,Tegan,F,67,Levine,571.19302,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,992,Two Rights Make One Wrong,200,1543360000000.0,80.0
Spor,Logged In,Tegan,F,68,Levine,380.3424,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,992,Way Of The Samurai,200,1543360000000.0,80.0
DJ Dizzy,Logged In,Tegan,F,69,Levine,221.1522,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,992,Sexy Bitch,200,1543360000000.0,80.0
Erik Hassle,Logged In,Tegan,F,70,Levine,183.43138000000002,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,992,Hurtful,200,1543360000000.0,80.0
,Logged Out,,,0,,,paid,,GET,Home,,952,,200,1543370000000.0,
,Logged Out,,,1,,,paid,,PUT,Login,,952,,307,1543370000000.0,
,Logged In,Aleena,F,2,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,952,,200,1543370000000.0,44.0
,Logged In,Tegan,F,71,Levine,,paid,"Portland-South Portland, ME",GET,Home,1540790000000.0,992,,200,1543370000000.0,80.0
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1540270000000.0,932,,200,1543370000000.0,10.0
,Logged Out,,,0,,,free,,PUT,Login,,964,,307,1543370000000.0,
,Logged In,Ryann,F,1,Smith,,free,"Palestine, TX",GET,Home,1540690000000.0,964,,200,1543370000000.0,92.0
Phoenix,Logged In,Ryann,F,2,Smith,207.15057,free,"Palestine, TX",PUT,NextSong,1540690000000.0,964,Holdin' On Together,200,1543370000000.0,92.0
Arctic Monkeys,Logged In,Ryann,F,3,Smith,175.43791000000002,free,"Palestine, TX",PUT,NextSong,1540690000000.0,964,Mardy Bum,200,1543370000000.0,92.0
tobyMac,Logged In,Braden,M,0,Parker,229.69423999999998,free,"Youngstown-Warren-Boardman, OH-PA",PUT,NextSong,1541000000000.0,801,Burn For You,200,1543380000000.0,74.0
,Logged In,Martin,M,0,Johnson,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",GET,Home,1541080000000.0,996,,200,1543380000000.0,55.0
Jadakiss / Swizz Beatz / OJ Da Juiceman,Logged In,Martin,M,1,Johnson,191.84281000000001,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,NextSong,1541080000000.0,996,Who's Real,200,1543380000000.0,55.0
